90,2010-01-01,300018,"59,375.04",14.92,0.03,"4,494.81",7.57,"5,802.83",9.77,"27,456.10",46.24,"10,284.79",17.32,"11,321.59",19.07
91,2010-01-01,300019,"63,578.17",18.60,0.03,"5,683.50",8.94,"6,214.51",9.77,"30,823.81",48.48,"10,124.22",15.92,"10,713.53",16.85
92,2010-01-01,300020,"72,492.98",20.80,0.03,"5,562.15",7.67,"6,346.99",8.76,"33,980.10",46.87,"12,437.04",17.16,"14,145.89",19.51
93,2010-01-01,300021,"112,908.44",40.82,0.04,"10,684.75",9.46,"11,646.73",10.32,"53,375.42",47.27,"17,790.86",15.76,"19,369.87",17.16
94,2010-01-01,300022,"196,347.34",37.24,0.02,"2,381.01",1.21,"21,368.15",10.88,"82,513.25",42.02,"40,071.72",20.41,"49,975.96",25.45
95,2010-01-01,300023,"56,940.51",15.05,0.03,"4,303.83",7.56,"5,116.34",8.99,"26,130.43",45.89,"10,115.00",17.76,"11,259.85",19.77
96,2010-01-01,300024,"81,582.49",16.90,0.02,644.19,0.79,"12,083.84",14.81,"34,407.35",42.17,"16,781.26",20.57,"17,648.94",21.63
97,2010-01-01,300025,"47,057.22",10.70,0.02,"3,356.47",7.13,"4,378.18",9.30,"20,484.18",43.53,"8,567.50",18.21,"10,260.18",21.80
98,2010-01-01,300026,"63,221.96",19.12,0.03,336.71,0.53,"10,354.36",16.38,"24,614.87",38.93,"12,987.79",20.54,"14,909.11",23.58
99,2010-01-01,300027,"180,977.30",31.62,0.02,"4,125.18",2.28,"17,969.10",9.93,"74,331.12",41.07,"34,805.32",19.23,"49,714.95",27.47
100,2010-01-01,300028,"121,930.66",59.13,0.05,"11,860.03",9.73,"19,958.54",16.37,"56,463.37",46.31,"17,780.93",14.58,"15,808.66",12.97
101,2010-01-01,300029,"163,464.33",71.32,0.04,"13,279.33",8.12,"22,560.23",13.80,"76,842.99",47.01,"25,578.60",15.65,"25,131.86",15.37
102,2010-01-01,300030,"64,034.02",19.52,0.03,"4,988.58",7.79,"9,155.33",14.30,"30,381.09",47.45,"10,146.51",15.85,"9,342.98",14.59
103,2010-01-01,300031,"99,408.38",13.34,0.01,"1,726.37",1.74,"9,088.71",9.14,"45,465.12",45.74,"20,568.66",20.69,"22,546.18",22.68
104,2010-01-01,300032,"134,850.76",49.88,0.04,"9,755.07",7.23,"18,187.94",13.49,"63,284.43",46.93,"23,092.93",17.12,"20,480.51",15.19
105,2010-01-01,300033,"320,088.52",47.27,0.01,"1,603.38",0.50,"34,810.31",10.88,"116,102.22",36.27,"67,912.34",21.22,"99,613.01",31.12
106,2010-01-01,300034,"266,956.17",79.00,0.03,"18,933.79",7.09,"23,527.54",8.81,"121,544.80",45.53,"47,926.93",17.95,"54,944.10",20.58
107,2010-01-01,300035,"79,959.93",15.68,0.02,"6,884.85",8.61,"7,779.47",9.73,"37,922.62",47.43,"13,162.67",16.46,"14,194.64",17.75
108,2010-01-01,300036,"114,558.07",26.17,0.02,"9,478.56",8.27,"12,485.24",10.90,"54,688.34",47.74,"19,659.79",17.16,"18,219.96",15.90
109,2010-01-01,300037,"227,916.65",65.67,0.03,"15,105.59",6.63,"19,093.03",8.38,"129,126.32",56.66,"28,145.50",12.35,"36,380.54",15.96
110,2010-01-01,300038,"137,799.77",54.22,0.04,"11,207.73",8.13,"19,051.73",13.83,"78,474.29",56.95,"14,515.20",10.53,"14,496.59",10.52
111,2010-01-01,300039,"200,781.48",43.78,0.02,"14,153.70",7.05,"18,335.82",9.13,"118,785.46",59.16,"20,920.10",10.42,"28,542.63",14.22
112,2010-01-01,300040,"189,766.69",53.12,0.03,"14,233.00",7.50,"17,152.69",9.04,"104,092.03",54.85,"24,834.61",13.09,"29,401.25",15.49
113,2010-01-01,300041,"145,921.11",30.68,0.02,"10,115.50",6.93,"12,597.13",8.63,"84,082.02",57.62,"17,665.56",12.11,"21,430.22",14.69
114,2010-01-01,300042,"202,243.69",33.86,0.02,"3,802.57",1.88,"17,898.67",8.85,"112,478.77",55.62,"29,578.02",14.62,"38,451.80",19.01
115,2010-01-01,300043,"66,213.46",11.87,0.02,"3,913.85",5.91,"6,615.66",9.99,"44,535.69",67.26,"6,046.36",9.13,"5,090.02",7.69
116,2010-01-01,300044,"123,977.90",72.97,0.06,"8,937.49",7.21,"18,360.26",14.81,"64,501.41",52.03,"16,053.09",12.95,"16,052.69",12.95
117,2010-01-01,300045,"82,683.72",21.17,0.03,"6,388.00",7.73,"9,011.92",10.90,"51,838.99",62.70,"7,559.48",9.14,"7,864.15",9.51
118,2010-01-01,300046,"88,157.61",14.23,0.02,"7,421.44",8.42,"9,083.77",10.30,"57,023.69",64.68,"7,338.71",8.32,"7,275.76",8.25
119,2010-01-01,300047,"98,397.55",43.75,0.04,"7,802.97",7.93,"13,755.93",13.98,"62,707.26",63.73,"7,387.27",7.51,"6,700.36",6.81
120,2010-01-01,300048,"231,020.07",37.39,0.02,"11,265.26",4.88,"14,670.39",6.35,"125,086.98",54.15,"26,804.54",11.60,"53,155.52",23.01
121,2010-01-01,300049,"61,771.11",23.97,0.04,"4,698.94",7.61,"8,419.27",13.63,"40,713.23",65.91,"4,158.31",6.73,"3,757.39",6.08
122,2010-01-01,300050,"217,829.76",13.49,0.01,415.66,0.19,"1,970.01",0.90,"85,885.98",39.43,"86,193.62",39.57,"43,351.00",19.90
123,2010-02-01,300001,"121,554.68",27.28,0.02,"6,531.55",5.37,"10,332.04",8.50,"51,281.57",42.19,"23,359.89",19.22,"30,022.34",24.70
124,2010-02-01,300002,"420,493.00",18.22,0.00,587.08,0.14,"2,743.93",0.65,"118,166.78",28.10,"71,798.70",17.07,"227,178.29",54.03
125,2010-02-01,300003,"102,912.73",13.78,0.01,"4,907.77",4.77,"5,972.48",5.80,"32,568.80",31.65,"14,928.86",14.51,"44,521.04",43.26
126,2010-02-01,300004,"87,158.91",15.80,0.02,"4,027.69",4.62,"7,541.78",8.65,"33,507.51",38.44,"15,382.67",17.65,"26,683.47",30.61
127,2010-02-01,300005,"62,183.16",13.78,0.02,"3,117.75",5.01,"3,501.01",5.63,"21,843.48",35.13,"10,563.40",16.99,"23,143.75",37.22
128,2010-02-01,300006,"58,138.74",20.45,0.04,"4,895.21",8.42,"6,602.74",11.36,"27,000.82",46.44,"9,376.90",16.13,"10,242.62",17.62
129,2010-02-01,300007,"86,471.02",24.75,0.03,"6,112.60",7.07,"7,944.27",9.19,"39,099.51",45.22,"15,249.26",17.64,"18,040.64",20.86
130,2010-02-01,300008,"63,563.29",17.91,0.03,"4,955.42",7.80,"5,475.79",8.61,"27,852.77",43.82,"9,690.31",15.25,"15,571.09",24.50
131,2010-02-01,300009,"68,324.61",18.51,0.03,"3,607.00",5.28,"6,480.99",9.49,"28,343.69",41.48,"12,917.92",18.91,"16,956.51",24.82
132,2010-02-01,300010,"67,991.44",19.02,0.03,"5,332.65",7.84,"7,778.60",11.44,"30,108.44",44.28,"10,933.76",16.08,"13,818.97",20.32
133,2010-02-01,300011,"110,184.03",13.40,0.01,476.32,0.43,"9,661.09",8.77,"35,742.36",32.44,"23,218.14",21.07,"41,072.71",37.28
134,2010-02-01,300012,"96,656.36",13.03,0.01,"4,292.69",4.44,"5,493.63",5.68,"35,611.36",36.84,"17,072.38",17.66,"34,173.28",35.36
135,2010-02-01,300013,"43,512.80",17.63,0.04,"3,698.68",8.50,"4,754.03",10.93,"19,446.65",44.69,"6,990.22",16.06,"8,605.59",19.78
136,2010-02-01,300014,"72,586.66",18.06,0.02,"3,771.92",5.20,"8,673.92",11.95,"31,115.72",42.87,"13,637.19",18.79,"15,369.86",21.17
137,2010-02-01,300015,"85,101.45",15.02,0.02,"4,050.87",4.76,"4,966.46",5.84,"28,308.30",33.26,"14,641.76",17.21,"33,119.04",38.92
138,2010-02-01,300016,"47,557.29",13.76,0.03,"2,608.09",5.48,"5,836.45",12.27,"21,696.55",45.62,"8,477.50",17.83,"8,924.94",18.77
139,2010-02-01,300017,"76,005.32",12.22,0.02,"4,385.86",5.77,"7,276.57",9.57,"33,856.70",44.55,"14,007.11",18.43,"16,466.86",21.67
140,2010-02-01,300018,"80,273.57",14.65,0.02,"3,904.27",4.86,"5,874.08",7.32,"34,882.04",43.45,"15,597.50",19.43,"20,001.02",24.92
141,2010-02-01,300019,"137,556.47",26.13,0.02,"6,638.38",4.83,"10,718.85",7.79,"56,820.64",41.31,"25,776.17",18.74,"37,576.30",27.32
142,2010-02-01,300020,"63,627.31",8.72,0.01,"2,970.23",4.67,"4,105.16",6.45,"23,731.63",37.30,"10,650.60",16.74,"22,160.97",34.83
143,2010-02-01,300021,"109,342.57",22.92,0.02,"7,108.76",6.50,"12,205.43",11.16,"46,931.55",42.92,"18,757.35",17.15,"24,316.56",22.24
144,2010-02-01,300022,"152,353.46",26.35,0.02,"2,689.91",1.77,"14,074.82",9.24,"56,389.34",37.01,"28,494.41",18.70,"50,678.64",33.26
145,2010-02-01,300023,"62,832.80",12.58,0.02,"3,234.09",5.15,"6,599.15",10.50,"26,326.29",41.90,"11,920.86",18.97,"14,739.84",23.46
146,2010-02-01,300024,"151,443.33",21.80,0.01,759.57,0.50,"16,238.44",10.72,"50,795.22",33.54,"31,132.32",20.56,"52,495.98",34.66
147,2010-02-01,300025,"33,073.09",8.81,0.03,"2,222.41",6.72,"2,636.64",7.97,"13,822.90",41.80,"4,988.95",15.08,"9,393.36",28.40
148,2010-02-01,300026,"67,902.84",10.24,0.02,293.62,0.43,"7,593.66",11.18,"19,563.70",28.81,"12,173.99",17.93,"28,267.63",41.63
149,2010-02-01,300027,"145,789.41",18.69,0.01,"6,660.73",4.57,"8,394.25",5.76,"44,992.03",30.86,"22,685.85",15.56,"63,037.86",43.24
150,2010-02-01,300028,"103,124.06",38.99,0.04,"11,472.40",11.12,"10,562.21",10.24,"47,199.11",45.77,"15,351.29",14.89,"18,500.05",17.94
151,2010-02-01,300029,"68,792.86",37.39,0.05,"8,386.87",12.19,"7,661.70",11.14,"34,629.64",50.34,"8,901.93",12.94,"9,175.34",13.34
152,2010-02-01,300030,"34,936.41",9.50,0.03,"1,992.32",5.70,"4,364.67",12.49,"16,452.19",47.09,"5,690.57",16.29,"6,427.16",18.40
153,2010-02-01,300031,"45,730.60",8.81,0.02,"1,669.25",3.65,"4,021.59",8.79,"20,866.61",45.63,"8,407.84",18.39,"10,756.50",23.52
